img1,img2,word
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_104418.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_231412.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_190350.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_104030.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231449.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115257.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231232.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232224.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232020.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_193450.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_103049.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_105748.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_225559.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222856.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_220241.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_190830.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_191140.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_120854.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_221104.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222322.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_103347.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_190615.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_120531.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_215302.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_120745.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_191717.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222714.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222139.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_121018.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_221702.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_120743.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232023.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_231244.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_191948.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231451.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_221211.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222851.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102456.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_103241.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_103204.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_190828.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_120642.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_105743.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102336.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_110335.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_105751.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222556.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_110014.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_121231.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_221957.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222849.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_223255.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_223251.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_225743.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232532.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115532.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232327.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232429.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_230704.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_105148.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_221947.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115804.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_103351.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222721.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_223144.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_232734.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_215257.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_104145.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232428.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_105440.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_191835.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232125.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_231410.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103851.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_221154.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_103844.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_221414.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_105150.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222133.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_223405.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115647.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222718.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_103239.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_231053.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231112.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222137.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115803.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222853.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_104139.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_223148.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_220035.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_223258.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_102333.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_120644.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_121121.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_220246.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_190826.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_103206.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_120850.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_214528.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_102619.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_230239.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_220507.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102201.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_225938.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_230843.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232221.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_190227.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_221628.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_231054.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222136.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115423.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_215602.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_121021.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_190611.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_232426.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_223359.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_220037.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_110009.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_225602.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222600.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115534.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_185926.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_221510.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_104142.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103104.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_104244.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_190617.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_232424.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102623.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_191311.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_191015.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231111.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_120534.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_190225.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_231233.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_223253.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_232729.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_121229.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_220749.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_214855.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222603.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_232604.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_214907.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115800.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_103405.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_230235.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_221507.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231230.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_104032.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_221648.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_193449.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_191947.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_185929.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_102329.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103409.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_221848.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232124.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232325.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_221108.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_103155.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115259.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_220745.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115650.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_104420.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102928.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_104124.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_214530.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_193446.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103542.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_230724.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102931.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_103934.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115936.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_103047.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_230708.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_121122.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_231249.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_230725.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_191315.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115421.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_110340.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_230840.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_104143.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_221143.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_105437.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_120744.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_231234.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_231411.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103407.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115932.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102338.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231003.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_221632.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232324.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_222605.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_221500.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232535.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_191711.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_220750.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_104241.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_120855.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115255.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_230114.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_232422.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_221630.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_103404.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_104424.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232121.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_230845.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_220243.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232430.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222316.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102203.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_105435.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102458.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115256.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_102625.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115802.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232024.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_230110.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_103938.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_232725.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115425.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_232728.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232330.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251104_222318.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_190228.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_102157.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_103940.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_225935.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_230845.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_231005.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103244.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_102914.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_225940.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_225737.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_104127.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_221849.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_230728.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_214525.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103243.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_190351.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251106_215605.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_191013.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_110337.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_103937.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_232536.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_102917.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_221658.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_104238.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_191839.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251106_214523.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115300.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_232426.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251104_223151.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_120852.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_231114.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251107_102919.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_103106.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_105142.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251108_115805.jpg,How are you
D:\Capstone\Final Pictures\How are you\Sign 1\IMG_20251108_115530.jpg,D:\Capstone\Final Pictures\How are you\Sign 2\IMG_20251107_191840.jpg,How are you
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_191951.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_103417.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_102630_1.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_231124.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_115807.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_225950.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251106_230716.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_232030.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_103411.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_120859.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251106_214114.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251104_222525.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_115654.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_232129.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_104249.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251104_222615.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251106_230849.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_103549.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_103412.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_103716.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_120537.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_105500.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251106_231417.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251104_222743.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_190357.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_190839.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_103711.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_104134.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_104147.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_104014.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_190619.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_231102.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_104012.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_232615.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251106_221426.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_104429.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_105450.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_231016.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251104_221230.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_220259.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251104_222608.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251104_222438.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_230733.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_220758.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_115429.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_121134.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251107_191147.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_102942.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_104130.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251108_103116.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251104_222738.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_220052.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251104_222552.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251107_232130.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251106_214548.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_230852.jpg,Ilhamdillah
D:\Capstone\Final Pictures\Ilhamdillah\Sign 1\IMG_20251108_115303.jpg,D:\Capstone\Final Pictures\Ilhamdillah\Sign 2\IMG_20251106_214552.jpg,Ilhamdillah
